Id,FormId,Name,Data,InstanceId
6197766496f5f1d3e19d7236,Q60,Energia Comercializada e Distribuída,"{""q6001"":""Benguela"",""q6002"":""Catumbela"",""q6003"":""Catumbela"",""q6004"":""Poli A"",""q6005"":""Nelo"",""q6006"":""12"",""q6007"":""12"",""q6008"":""12"",""q6009"":""12"",""q6010"":""32"",""q6011"":""23"",""q6012"":""23"",""q6013"":""23"",""q6014"":""23"",""q6015"":""23"",""q6016"":""23"",""q6017"":""23"",""q6018"":""23"",""q6019"":""23"",""q6020"":""oooo""}",uuid:15dc03a7-cf0c-4407-8cc7-ec318ca2daa0
619776ac96f5f1d3e19d7243,Q61,Energia: Indicadores Municipais,"{""q6101"":""Cuando Cubango"",""q6102"":""Menongue"",""q6103"":""Alberto"",""q6104"":""8"",""q6105"":""23"",""q6106"":""32"",""q6107"":""22"",""q6108"":""12"",""q6109"":""1212"",""q6110"":""23"",""q6111"":""23"",""q6112"":""23"",""q6113"":""234"",""q6114"":""2"",""q6115"":""44"",""q6116"":""42"",""q6117"":""""}",uuid:5738bfaa-2cb4-48a1-9c99-864cc289f2af
6197773696f5f1d3e19d7251,Q62,Infraestruturas de abastecimento de Água,"{""q6201"":""Benguela"",""q6202"":""Ganda"",""q6203"":""Ebanga"",""q6204"":""Chingueue"",""q6205"":""Delcio"",""q6206"":""Ponto de Água"",""q6207"":""infra"",""q6208"":""operador"",""q6209"":""909090"",""q6210"":""2"",""q6211"":""998239898"",""q6212"":""email@email.com"",""q6213"":""www.site.com"",""q6214"":""1637316392461-transferir.png"",""q6215"":""1637316396979-images.png"",""q6216"":""ss""}",uuid:c5d18201-f6c3-4c1d-b5d6-cd98437d8795
6197778a96f5f1d3e19d7264,Q63,Água comercializada e distribuída,"{""q6301"":""Benguela"",""q6302"":""Ganda"",""q6303"":""Ebanga"",""q6304"":""Flôr"",""q6305"":""Tulio"",""q6306"":""12"",""q6307"":""12"",""q6308"":""123"",""q6309"":""23"",""q6310"":""23"",""q6311"":""23"",""q6312"":""23"",""q6313"":""23"",""q6314"":""23"",""q6315"":""23"",""q6316"":""OBS""}",uuid:422936f0-f25e-4445-b5ba-62282335ae5b
619778c496f5f1d3e19d7273,Q64,Água: Indicadores Municipais,"{""q6401"":""Benguela"",""q6402"":""Benguela"",""q6403"":""Luis"",""q6404"":""23"",""q6405"":""23"",""q6406"":""22"",""q6407"":""43"",""q6408"":""23"",""q6409"":""23"",""q6410"":""11"",""q6411"":""obs""}",uuid:42a1bae6-c2d9-4627-b05c-41d2b46a231c
61977a2f96f5f1d3e19d7283,Q65,Saneamento Básico,"{""q6501"":""Benguela"",""q6502"":""Lobito"",""q6503"":""Lobito"",""q6504"":""Lucas"",""q6505"":""Sim"",""q6506"":""Sim"",""q6507"":""Sim"",""q6508"":""Sim"",""q6509"":""Sim"",""q6510"":""Sim"",""q6511"":""entidade"",""q6512"":""Diária"",""q6513"":""Aterro sanitário"",""q6514"":""Sim"",""q6515"":"""",""q6516"":""Sim"",""q6517"":"""",""q6518"":""ssd"",""q6519"":""obs""}",uuid:8a74c1fa-6591-4c62-b726-523e44dc239f
61977aff96f5f1d3e19d7294,Q66,Intervenção Ambiental e acções de mitigação de riscos naturais,"{""q6601"":""Benguela"",""q6602"":""Ganda"",""q6603"":""Chicuma"",""q6604"":""Engolonga"",""q6605"":""Kulas"",""q6606"":""identificacao"",""q6607"":""909999"",""q6608"":""000,0000"",""q6609"":""1637317219984-transferir.png"",""q6610"":""1637317226284-images.png"",""q6611"":""zona"",""q6612"":""98348348"",""q6613"":""000,00000"",""q6614"":""1637317263793-FB_IMG_1593116287979.jpg"",""q6615"":""1637317286535-images.png"",""q6616"":""identificacao"",""q6617"":""99"",""q6618"":""0000,000"",""q6619"":"""",""q6620"":""1637317306454-FB_IMG_1593116287979.jpg"",""q6621"":""we"",""q6622"":""Corte ou aproveitamento de árvores / material lenhoso"",""q6623"":""00"",""q6624"":""1637317324829-transferir.png"",""q6625"":""1637317328563-FB_IMG_1593116287979.jpg"",""q6626"":""dszx"",""q6627"":""Ameaça por fauna nativa"",""q6628"":""3433"",""q6629"":""1637317340180-images.png"",""q6630"":""1637317345510-transferir.png"",""q6631"":""32"",""q6632"":""23"",""q6633"":""23"",""q6634"":""Sim"",""q6635"":""23"",""q6636"":""23"",""q6637"":""sdsd"",""q6638"":""32"",""q6639"":""ddsds"",""q6640"":""dsdsds"",""q6641"":""dssd"",""q6642"":""324"",""q6643"":""324"",""q6644"":""sd""}",uuid:2ec61bc1-88c0-425c-82a6-326a2451caf1
619cafff2fb25616a8f8fa00,Q67,Habitação e Serviços da Estrutura Comunitária,"{""q6701"":""Bengo"",""q6702"":""Dembos"",""q6703"":""Piri"",""q6704"":""Calumanga"",""q6705"":""ooo"",""q6706"":""45"",""q6707"":""55"",""q6708"":""7"",""q6709"":""77"",""q6710"":""89"",""q6711"":""78"",""q6713"":""23"",""q6714"":""98"",""q6715"":""98"",""q6716"":""6"",""q6717"":""76"",""q6718"":""76"",""q6720"":""76"",""q6721"":""76"",""q6722"":""76"",""q6723"":""76"",""q6724"":""76"",""q6725"":""7"",""q6727"":""Sim"",""q6728"":""Sim"",""q6729"":""Sim"",""q6730"":""Sim"",""q6731"":""Sim"",""q6732"":""ergf"",""q6733"":""reer"",""q6734"":""ererer""}",uuid:073765f6-0fe1-40c4-a666-2fda2b512d17
619ccbc12fb25616a8f8fa0e,Q98,PIIM - Programa Integrado de Investimento Municipal,"{""q9801"":""Bengo"",""q9802"":""Dande"",""q9803"":""Caxito"",""q9804"":""Mussungo"",""q9805"":""fdg"",""q9806"":""43"",""q9807"":""fdg"",""q9808"":""rewg"",""q9809"":""1637665688357-transferir.png"",""q9810"":""1637665692441-images.png"",""q9811"":""0000,0000"",""q9812"":""23"",""q9813"":""2"",""q9814"":""21"",""q9815"":""22"",""q9816"":""12"",""q9817"":""34"",""q9818"":""43"",""q9819"":""4"",""q9820"":""fdgdfdg"",""q9821"":""dffd"",""q9822"":""dfd"",""q9823"":""dfdf"",""q9824"":""dffd""}",uuid:489cd00d-171e-4720-be6d-b8bd7f0b5325
619fdc3164952a4f39d8403d,Q68,"Património Histórico, Cultural e Natural","{""q6801"":""Bengo"",""q6802"":""Dembos"",""q6803"":""Quibaxe"",""q6804"":""Dange 2"",""q6805"":""dsfds"",""q6806"":""Património Histórico"",""q6807"":""sfdfsd"",""q6808"":""Requer intervenção de manutenção"",""q6809"":""Governo Central"",""q6810"":""000,0000"",""q6811"":""1637866538615-FB_IMG_1593116287979.jpg"",""q6812"":""1637866542179-FB_IMG_1593116287979.jpg"",""q6813"":""sdfghjkl""}",uuid:79cbb2e5-57e5-481e-aab1-b170e2897538
619fdc9564952a4f39d84046,Q69,Ordenamento do Território e Urbanismo,"{""q6901"":""Cabinda"",""q6902"":""Buco Zau"",""q6903"":""sdfghjkl"",""q6904"":""Não"",""q6905"":"""",""q6906"":""Não"",""q6907"":"""",""q6908"":""Não"",""q6909"":"""",""q6910"":""Não"",""q6911"":"""",""q6912"":""Não"",""q6913"":"""",""q6914"":""Não"",""q6915"":"""",""q6916"":"""",""q6917"":"""",""q6918"":""05"",""q6919"":""6"",""q6920"":""6"",""q6921"":""6"",""q6922"":""6"",""q6923"":""6"",""q6924"":""6"",""q6925"":""6"",""q6926"":""6"",""q6927"":""6"",""q6928"":""6"",""q6929"":""6"",""q6930"":""6"",""q6931"":""6"",""q6932"":""fghjklsd""}",uuid:757dc8e8-444c-4e3f-8b87-96be69b387d2
619fdd2264952a4f39d84052,Q70,Rede Viária,"{""q7001"":""Benguela"",""q7002"":""Lobito"",""q7003"":""Lobito"",""q7004"":""Alto Liro"",""q7005"":""dfghjk"",""q7006"":""Sim"",""q7007"":"""",""q7008"":""Estrada Nacional (EN)"",""q7009"":""Administração Municipal"",""q7010"":""Asfaltada"",""q7011"":""Em bom estado para circulação"",""q7012"":"""",""q7013"":"""",""q7014"":""1"",""q7015"":""1"",""q7016"":""1"",""q7017"":""1"",""q7018"":""1"",""q7019"":""1"",""q7020"":"""",""q7021"":"""",""q7022"":""1637866754388-FB_IMG_1593116287979.jpg"",""q7023"":"""",""q7024"":"""",""q7025"":""1637866780190-images.png"",""q7026"":""Sim"",""q7027"":""edrftgyhjkl""}",uuid:7dbe62cf-f8e9-4614-a054-c439df1c7975
619fdd4d64952a4f39d8405c,Q71,Pontes,"{""q7101"":""Bengo"",""q7102"":""Nambuangongo"",""q7103"":""Quicunzo"",""q7104"":""Fazenda Bombo"",""q7105"":""fghjk"",""q7106"":""ghjkl"",""q7107"":""Estrutura de betão"",""q7108"":""Asfalto"",""q7109"":""Administração Municipal"",""q7110"":""Não"",""q7111"":""Requer manutenção"",""q7112"":""05"",""q7113"":""00,0000"",""q7114"":""1637866822648-images.png"",""q7115"":"""",""q7116"":""1637866826820-FB_IMG_1593116287979.jpg"",""q7117"":""dfghjklç""}",uuid:eafdef25-45bc-49c4-ac2e-23808a0496e6
619fdd7364952a4f39d84066,Q72,Serviços de Transporte Rodoviário,"{""q7201"":""Bié"",""q7202"":""Chitembo"",""q7203"":""Chitembo"",""q7204"":""Munda"",""q7205"":""vbhjklçº"",""q7206"":[""Taxi colectivo (vulgo candongueiro)"",""Taxi colectivo ligeiro"",""Serviço privado de taxi""],""q7207"":""vbnm"",""q7208"":[""Taxi colectivo (vulgo candongueiro)"",""Taxi colectivo ligeiro"",""Serviço privado de taxi""],""q7209"":""vbhnlç"",""q7210"":""07"",""q7211"":""7"",""q7212"":""7"",""q7213"":""hnjkmlç""}",uuid:2df7a648-93d0-49ad-8221-576bce19690a
619fdd9a64952a4f39d84071,Q73,Rede Ferroviária,"{""q7301"":""Benguela"",""q7302"":""Ganda"",""q7303"":""cvbn,."",""q7304"":""CF Benguela"",""q7305"":""dfghjklç"",""q7306"":""Requer reabilitação"",""q7307"":""86"",""q7308"":""sdfgh"",""q7309"":""000,000"",""q7310"":""1637866894204-FB_IMG_1593116287979.jpg"",""q7311"":""dfghjk"",""q7312"":""000,000"",""q7313"":""1637866903518-FB_IMG_1593116287979.jpg"",""q7314"":""dfghjklçº""}",uuid:6e83cd7f-8b23-41a9-8abc-ccbdcd142b04
619fdddb64952a4f39d8407c,Q74,Estações Ferroviárias,"{""q7401"":""Bié"",""q7402"":""Chitembo"",""q7403"":""dfghjk"",""q7404"":""fghjklº"",""q7405"":""Construção definitiva"",""q7406"":""Inoperante"",""q7407"":""Diário"",""q7408"":""Carga"",""q7409"":""56:90"",""q7410"":""Suficiente"",""q7411"":""455"",""q7412"":""000,0000"",""q7413"":""1637866939639-FB_IMG_1593116287979.jpg"",""q7414"":""1637866943510-FB_IMG_1593116287979.jpg"",""q7415"":""1637866952117-FB_IMG_1593116287979.jpg"",""q7416"":""03"",""q7417"":""3"",""q7418"":""3"",""q7419"":""3"",""q7420"":""3"",""q7421"":""3"",""q7422"":""3"",""q7423"":""3"",""q7424"":""3"",""q7425"":""dofjkl"",""q7426"":""dohjvklsmxjfdk""}",uuid:2a9d80c0-c60f-4cb9-aa11-806574ea58fb
619fde1e64952a4f39d84088,Q75,Rede de Transportes Marítimos e Fluviais,"{""q7501"":""Benguela"",""q7502"":""Ganda"",""q7503"":""fdvsx"",""q7504"":""fvdsc"",""q7505"":""Marítimo"",""q7506"":"""",""q7507"":""Pública"",""q7508"":""vdfsc"",""q7509"":""4443"",""q7510"":""fdvsc"",""q7511"":""1544542"",""q7512"":""gefdsvc"",""q7513"":""gefbvdsc"",""q7514"":""03"",""q7515"":""dfvc"",""q7516"":""Construção definitiva"",""q7517"":""Requer manutenção"",""q7518"":""Construção provisória"",""q7519"":""Requer reabilitação"",""q7520"":""Diário"",""q7521"":""Passageiros"",""q7522"":""45"",""q7523"":""Suficiente"",""q7524"":""23"",""q7525"":""12"",""q7526"":""212"",""q7527"":""000,000"",""q7528"":""1637867025361-FB_IMG_1593116287979.jpg"",""q7529"":""1637867030126-FB_IMG_1593116287979.jpg"",""q7530"":""1637867035130-FB_IMG_1593116287979.jpg"",""q7531"":""tgrfwvdsxc""}",uuid:146ea2c8-0391-4982-a407-097c333d99b0
619fde6364952a4f39d84095,Q76,Rede de Transportes Aéreos,"{""q7601"":""Bié"",""q7602"":""Chitembo"",""q7603"":""bgrvfdcsx "",""q7604"":""rtgfvdsc"",""q7605"":""Aeroporto"",""q7606"":""Militar"",""q7607"":""rvfd"",""q7608"":""2453retfwd"",""q7609"":""rtgvfdc"",""q7610"":""023434"",""q7611"":""grbvfdcs"",""q7612"":""rtewvfdsc"",""q7613"":""0000,000"",""q7614"":""1637867066781-FB_IMG_1593116287979.jpg"",""q7615"":""1637867076504-FB_IMG_1593116287979.jpg"",""q7616"":""1637867071428-FB_IMG_1593116287979.jpg"",""q7617"":""Vôos não regulares"",""q7618"":""Sim"",""q7619"":""0234"",""q7620"":""rvfdsc"",""q7621"":[""Vôos Domésticos"",""Vôos Continentais"",""Vôos de longo curso""],""q7622"":""Construção definitiva"",""q7623"":""Requer manutenção"",""q7624"":""Construção definitiva"",""q7625"":""Requer reabilitação"",""q7626"":""4 a 6 dias por semana 2 a 3 dias por semana"",""q7627"":""Passageiros"",""q7628"":""23:07"",""q7629"":""Suficiente"",""q7630"":""0324"",""q7631"":""retfds"",""q7632"":""32"",""q7633"":""23"",""q7634"":""regfdsvcdf""}",uuid:9c78a15c-ed92-4ff8-a908-4a6bb95ad8a7
619fde7a64952a4f39d840a3,Q77,Estruturas de Protecção Civil,"{""q7701"":""Bié"",""q7702"":""Cuito"",""q7703"":""Cunje"",""q7704"":""Bairro Santos"",""q7705"":""rfgdvcx"",""q7706"":""fdbsvc"",""q7707"":""fbdsvcx"",""q7708"":""042435"",""q7709"":""fgbdvcx"",""q7710"":""rgbfdv"",""q7711"":""bgfsd"",""q7712"":""Não"",""q7713"":"""",""q7714"":"""",""q7715"":"""",""q7716"":""rgfdbsgfd""}",uuid:0c15474c-1d96-47fa-84d3-caca1ac64d86
61a53dac7d24a0882204ed95,Q78,"Actividades de subsistência / familiares ligadas à natureza: agro-pecuária, pesca, caça, colectores em floresta","{""q7801"":""Benguela"",""q7802"":""Ganda"",""q7803"":""Ganda"",""q7804"":""Camanga"",""q7805"":""dcvxz"",""q7806"":""023"",""q7807"":""02"",""q7808"":""Venda"",""q7809"":""02"",""q7810"":""02"",""q7811"":""02"",""q7812"":""02"",""q7813"":0,""q7814"":""02"",""q7815"":""02"",""q7816"":[""Milho"",""Massango"",""Massambala""],""q7817"":"""",""q7818"":"""",""q7819"":[""Couve"",""Repolho"",""Cebola"",""Cenoura""],""q7820"":[""Manga"",""Ananás"",""Mamão"",""Citrinos"",""Pera-Abacate""],""q7821"":[""Café arábica"",""Palma"",""Algodão""],""q7822"":""02"",""q7823"":""02"",""q7824"":""02"",""q7825"":""02"",""q7826"":0,""q7827"":""02"",""q7828"":""02"",""q7829"":""02"",""q7830"":""12"",""q7831"":""02"",""q7832"":""02"",""q7833"":""Venda"",""q7834"":""02"",""q7835"":"""",""q7836"":""1"",""q7837"":""dxz"",""q7838"":""02"",""q7839"":""02"",""q7840"":""02"",""q7841"":""Venda"",""q7842"":""022"",""q7843"":""cx"",""q7844"":""cx"",""q7845"":""02"",""q7846"":""02"",""q7847"":""02"",""q7848"":""Troca"",""q7849"":""0"",""q7850"":""cx"",""q7851"":""sdxz"",""q7852"":""02"",""q7853"":""03"",""q7854"":""dcxz""}",uuid:27a23a51-c83b-4053-b255-27eec6003698
61a53e277d24a0882204ed9e,Q79,Operadores Económicos do Sector da Agricultura,"{""q7901"":""Benguela"",""q7902"":""Ganda"",""q7903"":""Chicuma"",""q7904"":""Catatu"",""q7905"":""dszx"",""q7906"":""fdsxc"",""q7907"":""Produtor industrial (fazendeiro)"",""q7908"":""dfcx"",""q7909"":""Aguardando início de actividade"",""q7910"":""Estrangeiro"",""q7911"":""Empresário em Nome Individual"",""q7912"":""0000000"",""q7913"":"""",""q7914"":"""",""q7915"":"""",""q7916"":""gbfvcx"",""q7917"":""gfvdc"",""q7918"":""03"",""q7919"":""gfvdcx"",""q7920"":""fvcx"",""q7921"":""03"",""q7922"":""03"",""q7923"":""03"",""q7924"":""03"",""q7925"":[""Programa"",""Crédito"",""Campanha de insumos""],""q7926"":""fgvdxc"",""q7927"":""2"",""q7928"":""03"",""q7929"":""Sim "",""q7930"":""gfre"",""q7931"":[""Partilha de alfaias"",""Benefícios no acesso a sementes e adubos"",""Partilha de meios de escoamento da produção""],""q7932"":[""Massango"",""Massambala"",""Arroz""],""q7933"":[""Feijão macunde"",""Soja"",""Ginguba""],""q7934"":[""Mandioca"",""Batata-doce"",""Batata-rena""],""q7935"":[""Repolho"",""Cebola"",""Cenoura""],""q7936"":[""Ananás"",""Mamão"",""Citrinos""],""q7937"":[""Café robusta"",""Café arábica"",""Palma""],""q7938"":""fredc"",""q7939"":""03"",""q7940"":""2"",""q7941"":""03"",""q7942"":""03"",""q7943"":""03"",""q7944"":""03"",""q7945"":""vcx"",""q7946"":""03"",""q7947"":""2"",""q7948"":""03"",""q7949"":""03"",""q7950"":""03"",""q7951"":""034"",""q7952"":""fgvcx"",""q7953"":""3"",""q7954"":""04"",""q7955"":""04"",""q7956"":""04"",""q7957"":""5"",""q7958"":""04"",""q7959"":""04"",""q7960"":""04"",""q7961"":""rgfdv"",""q7962"":""04"",""q7963"":""04"",""q7964"":""04"",""q7965"":""04"",""q7966"":""04"",""q7967"":""Sim "",""q7968"":""04"",""q7969"":""Sim "",""q7970"":""04"",""q7971"":""04"",""q7972"":""04"",""q7973"":""04"",""q7974"":""04"",""q7975"":""04"",""q7976"":""04"",""q7977"":""04"",""q7978"":""04"",""q7979"":""04"",""q7981"":""4tgrvfd"",""q7982"":""dfdf""}",uuid:6a59d38d-6ba2-45c9-b13d-7648dd452363
61a53eb77d24a0882204eda7,Q80,Operadores Económicos do Sector da Pecuária,"{""q8001"":""Bié"",""q8002"":""Andulo"",""q8003"":""Andulo"",""q8004"":""Mbui"",""q8005"":""hghff"",""q8006"":""fgdfx"",""q8007"":""fgd"",""q8008"":""Em actividade"",""q8009"":""Nacional"",""q8010"":""Sociedade unipessoal (SU. Lda)"",""q8011"":""Pequeno Produtor "",""q8012"":""3433443"",""q8013"":"""",""q8014"":"""",""q8015"":"""",""q8016"":""45"",""q8017"":""fgvfxc"",""q8018"":""04545"",""q8019"":""tgfd"",""q8020"":""gtfd"",""q8021"":""445"",""q8022"":""454"",""q8023"":""45"",""q8024"":""43"",""q8025"":[""Programa"",""Crédito"",""Campanha de insumos""],""q8026"":""gfdfgcv"",""q8027"":""045"",""q8028"":""054"",""q8029"":""Sim "",""q8030"":""tgfvcxc"",""q8031"":[""Benefícios no acesso a recursos"",""Partilha de meios de escoamento da produção"",""Partilha de informação / conhecimento""],""q8032"":""Sim "",""q8033"":""tgfd"",""q8034"":""gfvd"",""q8035"":""054"",""q8036"":""05"",""q8037"":""05"",""q8038"":""2"",""q8039"":""05"",""q8040"":""05"",""q8041"":""05"",""q8042"":""05"",""q8043"":""05"",""q8044"":""05"",""q8045"":""05"",""q8046"":""05"",""q8047"":""gfvdcx"",""q8048"":""05"",""q8049"":""05"",""q8050"":""05"",""q8051"":""05"",""q8052"":""05"",""q8053"":""05"",""q8054"":""05"",""q8055"":""05"",""q8056"":""gfvdcx"",""q8057"":""05"",""q8058"":""05"",""q8059"":""05"",""q8060"":""05"",""q8061"":""05"",""q8062"":""05"",""q8063"":""05"",""q8064"":""05"",""q8065"":""gbfvcx"",""q8066"":""05"",""q8067"":""05"",""q8068"":""05"",""q8069"":""05"",""q8070"":""05"",""q8071"":""05"",""q8072"":""05"",""q8073"":""05"",""q8074"":""05"",""q8075"":""05"",""q8076"":""Sim "",""q8077"":""gbfvcx"",""q8078"":""Sim "",""q8079"":""05"",""q8080"":""05"",""q8081"":""Semanal"",""q8082"":""Semanal"",""q8083"":""054"",""q8084"":""Não"",""q8085"":""Sim "",""q8086"":""Não"",""q8087"":""Sim "",""q8088"":""Não"",""q8089"":""tygrfdc"",""q8090"":""054"",""q8091"":""05"",""q8092"":""05"",""q8093"":""05"",""q8094"":""05"",""q8095"":""5"",""q8096"":""05"",""q8097"":""05"",""q8098"":""05"",""q8099"":""05"",""q80100"":""05"",""q80101"":""Sim "",""q80102"":""05"",""q80103"":""Sim "",""q80104"":""05"",""q80105"":""05"",""q80106"":""05"",""q80107"":""05"",""q80108"":""05"",""q80109"":""05"",""q80110"":""05"",""q80111"":""05"",""q80112"":""05"",""q80113"":""05"",""q80115"":""5gfbvc"",""q80116"":""gfbv""}",uuid:9af36ef7-7c3e-43b6-9834-21d422535665
